2760,1354,1103
2595,1351,1219
2560,1238,1273
2500,1190,1264
2406,1293,1262
2158,1226,1259
2260,1211,1207
2369,1376,1191
2376,1351,1184
2538,1292,1253
2370,1270,1243
2465,1362,1138
2598,1310,1212
2450,1280,1108
2658,1319,1169
2654,1305,1177
2622,1287,1206
2426,1299,1228
2478,1297,1165
2308,1225,1277
2447,1304,1274
