1632.7634,-58,1678.2805,-54,167.1373,-45
2072.5494,-57,2111.1941,-56,858.0271,-47
2209.2553,-65,1153.3491,-53,1010.5959,-53
2140.8506,-63,1496.9577,-52,312.1981,-42
2911.9623,-66,1345.9496,-52,1335.3759,-55
2907.2775,-67,1663.1992,-57,605.7568,-43
2141.2794,-61,1895.0012,-59,196.3844,-44
3136.7367,-68,1900.5998,-65,563.5112,-44
1980.0742,-69,1961.3413,-63,554.1444,-46
2529.5030,-64,1435.0748,-56,1508.6666,-56
2364.8479,-59,2826.8893,-65,546.8435,-49
2026.9022,-59,2345.9671,-56,408.1958,-42
2348.4581,-62,1882.9682,-59,1936.3681,-58
2805.0355,-72,1989.4641,-57,694.1270,-47
2089.1650,-60,2308.9543,-57,648.8095,-51
2666.0055,-68,1687.3441,-51,192.6077,-52
2476.6325,-69,1830.0958,-56,295.8068,-46
3618.7232,-68,1408.6391,-51,617.1415,-43
2559.7144,-66,2602.2211,-57,697.7534,-49
2289.5861,-66,2196.7666,-54,532.2921,-51
2299.2889,-58,2295.3594,-58,1322.5087,-56
2672.7006,-61,1905.6252,-57,418.4427,-45
2742.4977,-61,1841.9298,-57,421.4631,-46
3622.4219,-70,1497.7644,-54,1640.5652,-51
2455.4842,-71,2331.2876,-59,915.5860,-54
2644.3088,-66,1422.0321,-51,448.6556,-40
1891.0980,-67,1353.5026,-53,142.0545,-38
2431.1890,-62,1808.9489,-58,57.4118,-33
