2582.3753,-63,2002.7078,-59,1226.6129,-51
3388.8320,-71,1933.5725,-57,767.3898,-55
1777.8757,-58,1048.3619,-51,1344.4385,-56
2423.0066,-64,1529.7387,-54,1078.5738,-52
1803.6626,-64,1671.4850,-52,855.0068,-49
1877.6804,-65,1464.1798,-54,711.8020,-50
2149.4356,-64,983.4052,-48,1316.4922,-55
1601.2420,-54,1046.8537,-47,1089.9814,-52
1835.6865,-57,1290.0579,-46,1398.6198,-53
2865.6112,-63,1225.3543,-62,1374.4228,-54
1804.5219,-61,921.4717,-47,1379.8320,-55
1412.9362,-57,850.4736,-48,1314.9835,-54
1306.6740,-52,1357.2803,-57,1233.4103,-53
1841.9283,-60,1357.2812,-55,1079.4051,-48
1956.6590,-62,1269.0609,-53,1156.6715,-51
1831.3382,-58,1740.9715,-54,1705.3474,-63
1348.6674,-49,1598.9749,-53,1411.1064,-57
1677.5245,-57,2043.0915,-59,821.7717,-49
2394.3042,-71,1063.4664,-54,946.7243,-51
2340.6251,-66,1000.0232,-49,1315.1082,-51
1495.4982,-55,1592.9846,-52,1873.1481,-54
1468.2758,-55,1496.1800,-49,1111.4064,-52
2717.5711,-63,1812.7237,-52,1157.4532,-53
2116.3553,-64,1500.7865,-53,625.1685,-48
2037.8548,-60,1972.2700,-54,1148.0860,-52
1892.6585,-54,1755.2704,-54,1358.8705,-53
1963.4616,-59,2817.2735,-59,476.6014,-45
2208.1518,-63,1019.3098,-60,1239.4527,-51
2305.1795,-61,1781.8325,-51,888.9950,-50
1607.7882,-53,2078.2258,-50,927.2122,-51
2201.7287,-62,869.3558,-49,1590.6673,-55
2119.7801,-62,1174.6216,-59,1148.8173,-53
